id,pic,line,x0,y0,x1,y1,w0,c_gray,red,green,blue,alpha
107,1,7,767,332,778,311,6.4020267,0,0,0,0,0
108,1,7,778,311,797,285,6.669393,0,0,0,0,0
109,1,7,797,285,816,270,6.8787694,0,0,0,0,0
110,1,7,816,270,828,268,7.18032,0,0,0,0,0
111,1,7,828,268,828,289,7.074716,0,0,0,0,0
112,1,7,828,289,822,318,6.161519,0,0,0,0,0
113,1,7,822,318,819,338,4.012819,0,0,0,0,0
114,1,7,819,338,821,341,4.0,0,0,0,0,0
115,1,8,902,282,913,253,5.740325,0,0,0,0,0
116,1,8,913,253,908,244,6.1938715,0,0,0,0,0
117,1,8,908,244,895,248,6.2182884,0,0,0,0,0
118,1,8,895,248,884,260,6.2201195,0,0,0,0,0
119,1,8,884,260,874,280,6.215236,0,0,0,0,0
120,1,8,874,280,874,290,6.2066903,0,0,0,0,0
121,1,8,874,290,880,291,6.209132,0,0,0,0,0
122,1,8,880,291,888,285,6.2359905,0,0,0,0,0
123,1,8,888,285,892,282,6.350751,0,0,0,0,0
124,1,8,892,282,895,293,6.447198,0,0,0,0,0
125,1,8,895,293,895,313,6.766451,0,0,0,0,0
126,1,8,895,313,890,350,6.970333,0,0,0,0,0
127,1,8,890,350,881,397,6.9636188,0,0,0,0,0
128,1,8,881,397,861,449,6.8903675,0,0,0,0,0
129,1,8,861,449,842,478,6.8372602,0,0,0,0,0
130,1,8,842,478,824,496,6.8647294,0,0,0,0,0
131,1,8,824,496,816,500,7.155903,0,0,0,0,0
132,1,8,816,500,805,487,7.2541814,0,0,0,0,0
133,1,8,805,487,806,452,7.4482965,0,0,0,0,0
134,1,8,806,452,818,417,7.6802588,0,0,0,0,0
135,1,8,818,417,838,388,7.644854,0,0,0,0,0
136,1,8,838,388,854,372,5.766573,0,0,0,0,0
137,1,8,854,372,869,360,4.1654253,0,0,0,0,0
138,1,8,869,360,868,361,4.0,0,0,0,0,0
139,1,9,1019,190,1025,182,5.3862777,0,0,0,0,0
140,1,9,1025,182,1026,185,6.237822,0,0,0,0,0
141,1,9,1026,185,1017,212,7.0032964,0,0,0,0,0
142,1,9,1017,212,998,261,7.19497,0,0,0,0,0
143,1,9,998,261,975,319,6.699304,0,0,0,0,0
144,1,9,975,319,965,346,4.7630324,0,0,0,0,0
145,1,9,965,346,959,356,4.0,0,0,0,0,0
146,1,9,959,356,958,353,4.0,0,0,0,0,0
147,1,10,999,200,1018,176,5.3917713,0,0,0,0,0
148,1,10,1018,176,1035,168,6.0662923,0,0,0,0,0
149,1,10,1035,168,1044,169,6.4105725,0,0,0,0,0
150,1,10,1044,169,1059,180,6.6883163,0,0,0,0,0
151,1,10,1059,180,1063,188,7.4080086,0,0,0,0,0
152,1,10,1063,188,1068,231,7.8224883,0,0,0,0,0
153,1,10,1068,231,1061,268,7.9592237,0,0,0,0,0
154,1,10,1061,268,1045,297,7.979978,0,0,0,0,0
155,1,10,1045,297,1024,314,8.043463,0,0,0,0,0
156,1,10,1024,314,996,323,8.033085,0,0,0,0,0
157,1,10,996,323,975,329,6.9782686,0,0,0,0,0
158,1,10,975,329,966,329,4.846661,0,0,0,0,0
159,1,10,966,329,962,324,4.0,0,0,0,0,0
160,1,11,1078,256,1079,283,5.020022,0,0,0,0,0
161,1,11,1079,283,1076,310,5.089,0,0,0,0,0
162,1,11,1076,310,1073,332,5.4021487,0,0,0,0,0
163,1,11,1073,332,1071,338,5.6908803,0,0,0,0,0
164,1,11,1071,338,1074,323,5.864241,0,0,0,0,0
165,1,11,1074,323,1088,284,6.472836,0,0,0,0,0
166,1,11,1088,284,1113,250,6.527164,0,0,0,0,0
167,1,11,1113,250,1135,239,5.143328,0,0,0,0,0
168,1,11,1135,239,1146,250,4.0,0,0,0,0,0
169,1,12,1191,284,1199,277,5.412526,0,0,0,0,0
170,1,12,1199,277,1194,263,6.052253,0,0,0,0,0
171,1,12,1194,263,1176,264,6.2573557,0,0,0,0,0
172,1,12,1176,264,1151,281,6.4807715,0,0,0,0,0
173,1,12,1151,281,1135,306,6.4990845,0,0,0,0,0
174,1,12,1135,306,1135,321,6.510682,0,0,0,0,0
175,1,12,1135,321,1150,324,6.518618,0,0,0,0,0
176,1,12,1150,324,1167,312,6.5259433,0,0,0,0,0
177,1,12,1167,312,1178,294,6.6510806,0,0,0,0,0
178,1,12,1178,294,1180,286,6.9514103,0,0,0,0,0
179,1,12,1180,286,1177,290,6.8793797,0,0,0,0,0
180,1,12,1177,290,1169,310,5.687828,0,0,0,0,0
181,1,12,1169,310,1163,340,4.431571,0,0,0,0,0
182,1,12,1163,340,1169,345,4.0,0,0,0,0,0
183,1,13,1218,279,1227,257,5.224515,0,0,0,0,0
184,1,13,1227,257,1231,251,5.7714567,0,0,0,0,0
185,1,13,1231,251,1223,266,6.282383,0,0,0,0,0
186,1,13,1223,266,1214,284,6.33488,0,0,0,0,0
187,1,13,1214,284,1205,314,6.339763,0,0,0,0,0
188,1,13,1205,314,1208,318,6.3373213,0,0,0,0,0
189,1,13,1208,318,1225,306,6.3409843,0,0,0,0,0
190,1,13,1225,306,1235,291,6.5332685,0,0,0,0,0
191,1,13,1235,291,1236,289,6.7469172,0,0,0,0,0
192,1,13,1236,289,1224,313,6.7591257,0,0,0,0,0
193,1,13,1224,313,1219,327,6.8458066,0,0,0,0,0
194,1,13,1219,327,1227,350,6.9202785,0,0,0,0,0
195,1,13,1227,350,1251,342,6.982542,0,0,0,0,0
196,1,13,1251,342,1275,319,8.073984,0,0,0,0,0
197,1,13,1275,319,1283,302,8.938347,0,0,0,0,0
198,1,13,1283,302,1282,306,8.9798565,0,0,0,0,0
199,1,13,1282,306,1285,315,8.973751,0,0,0,0,0
200,1,13,1285,315,1292,318,8.9005,0,0,0,0,0
201,1,13,1292,318,1302,315,8.6148205,0,0,0,0,0
202,1,13,1302,315,1316,304,6.7890368,0,0,0,0,0
203,1,13,1316,304,1320,286,4.0,0,0,0,0,0
204,1,13,1320,286,1317,271,4.0,0,0,0,0,0
205,1,14,1441,349,1451,341,5.5437675,0,0,0,0,0
206,1,14,1451,341,1460,330,5.859968,0,0,0,0,0
207,1,14,1460,330,1485,296,5.930167,0,0,0,0,0
208,1,14,1485,296,1504,270,5.9722867,0,0,0,0,0
209,1,14,1504,270,1540,216,6.205469,0,0,0,0,0
210,1,14,1540,216,1549,201,6.633378,0,0,0,0,0
211,1,14,1549,201,1551,200,7.528873,0,0,0,0,0
212,1,14,1551,200,1545,220,7.9622755,0,0,0,0,0
213,1,14,1545,220,1539,245,7.9592237,0,0,0,0,0
214,1,14,1539,245,1531,295,6.73715,0,0,0,0,0
215,1,14,1531,295,1531,321,5.850812,0,0,0,0,0
216,1,14,1531,321,1532,331,4.321084,0,0,0,0,0
217,1,14,1532,331,1529,333,4.0,0,0,0,0,0
218,1,15,1495,301,1494,290,5.8849955,0,0,0,0,0
219,1,15,1494,290,1500,285,6.370895,0,0,0,0,0
220,1,15,1500,285,1519,277,6.3147354,0,0,0,0,0
221,1,15,1519,277,1534,278,4.8472714,0,0,0,0,0
222,1,15,1534,278,1540,280,4.0,0,0,0,0,0
223,1,16,1582,263,1586,271,4.984007,0,0,0,0,0
224,1,16,1586,271,1585,279,5.395434,0,0,0,0,0
225,1,16,1585,279,1573,312,5.366744,0,0,0,0,0
226,1,16,1573,312,1558,346,5.0712976,0,0,0,0,0
227,1,16,1558,346,1548,370,4.911977,0,0,0,0,0
228,1,16,1548,370,1543,382,4.899768,0,0,0,0,0
229,1,16,1543,382,1543,382,4.984617,0,0,0,0,0
230,1,16,1543,382,1547,373,5.2153583,0,0,0,0,0
231,1,16,1547,373,1554,351,5.2416067,0,0,0,0,0
232,1,16,1554,351,1561,324,5.3057013,0,0,0,0,0
233,1,16,1561,324,1571,291,5.53339,0,0,0,0,0
234,1,16,1571,291,1584,270,6.002808,0,0,0,0,0
235,1,16,1584,270,1607,254,6.6461973,0,0,0,0,0
236,1,16,1607,254,1625,253,7.554511,0,0,0,0,0
237,1,16,1625,253,1635,266,8.196069,0,0,0,0,0
238,1,16,1635,266,1628,290,8.193627,0,0,0,0,0
239,1,16,1628,290,1609,311,6.919668,0,0,0,0,0
240,1,16,1609,311,1593,320,5.5602493,0,0,0,0,0
241,1,16,1593,320,1589,319,4.0,0,0,0,0,0
242,1,17,1645,284,1643,312,5.696374,0,0,0,0,0
243,1,17,1643,312,1633,343,5.676841,0,0,0,0,0
244,1,17,1633,343,1619,373,5.603589,0,0,0,0,0
245,1,17,1619,373,1610,391,5.588939,0,0,0,0,0
246,1,17,1610,391,1608,395,5.5352216,0,0,0,0,0
247,1,17,1608,395,1611,388,5.557197,0,0,0,0,0
248,1,17,1611,388,1624,368,5.5919914,0,0,0,0,0
249,1,17,1624,368,1646,333,5.6304483,0,0,0,0,0
250,1,17,1646,333,1659,306,5.9466486,0,0,0,0,0
251,1,17,1659,306,1674,277,6.4691734,0,0,0,0,0
252,1,17,1674,277,1692,259,6.985594,0,0,0,0,0
253,1,17,1692,259,1708,255,7.348798,0,0,0,0,0
254,1,17,1708,255,1716,258,8.157612,0,0,0,0,0
255,1,17,1716,258,1722,280,8.91332,0,0,0,0,0
256,1,17,1722,280,1703,304,8.921865,0,0,0,0,0
257,1,17,1703,304,1679,316,6.8964715,0,0,0,0,0
258,1,17,1679,316,1659,321,4.746551,0,0,0,0,0
259,1,17,1659,321,1645,320,4.0,0,0,0,0,0
260,1,18,429,614,437,598,5.3661337,0,0,0,0,0
261,1,18,437,598,447,580,5.7641315,0,0,0,0,0
262,1,18,447,580,466,563,6.1889877,0,0,0,0,0
263,1,18,466,563,486,552,6.6321573,0,0,0,0,0
264,1,18,486,552,506,547,6.9849834,0,0,0,0,0
265,1,18,506,547,529,546,7.238921,0,0,0,0,0
266,1,18,529,546,547,550,7.3927484,0,0,0,0,0
267,1,18,547,550,554,568,7.431205,0,0,0,0,0
268,1,18,554,568,549,590,7.436699,0,0,0,0,0
269,1,18,549,590,530,627,7.4202175,0,0,0,0,0
270,1,18,530,627,506,656,7.4147234,0,0,0,0,0
271,1,18,506,656,481,676,7.402515,0,0,0,0,0
272,1,18,481,676,452,693,7.3903065,0,0,0,0,0
273,1,18,452,693,426,705,7.375656,0,0,0,0,0
274,1,18,426,705,408,713,7.3469663,0,0,0,0,0
275,1,18,408,713,399,718,7.306678,0,0,0,0,0
276,1,18,399,718,402,718,7.3329263,0,0,0,0,0
277,1,18,402,718,416,713,7.3671103,0,0,0,0,0
278,1,18,416,713,438,708,7.422659,0,0,0,0,0
279,1,18,438,708,452,711,7.5636673,0,0,0,0,0
280,1,18,452,711,472,724,7.901233,0,0,0,0,0
281,1,18,472,724,490,736,8.037358,0,0,0,0,0
282,1,18,490,736,524,749,8.102674,0,0,0,0,0
283,1,18,524,749,550,752,8.092297,0,0,0,0,0
284,1,18,550,752,570,751,8.081308,0,0,0,0,0
285,1,18,570,751,610,741,6.9587355,0,0,0,0,0
286,1,18,610,741,624,737,4.6464415,0,0,0,0,0
287,1,18,624,737,626,734,4.0,0,0,0,0,0
288,1,19,1004,578,1004,569,5.223904,0,0,0,0,0
289,1,19,1004,569,998,567,5.44732,0,0,0,0,0
290,1,19,998,567,984,567,6.0461483,0,0,0,0,0
291,1,19,984,567,966,570,6.309242,0,0,0,0,0
292,1,19,966,570,945,575,6.4899282,0,0,0,0,0
293,1,19,945,575,927,583,6.584544,0,0,0,0,0
294,1,19,927,583,906,598,6.935539,0,0,0,0,0
295,1,19,906,598,886,618,7.2187767,0,0,0,0,0
296,1,19,886,618,875,637,7.4513493,0,0,0,0,0
297,1,19,875,637,868,660,7.534367,0,0,0,0,0
298,1,19,868,660,866,682,7.5740447,0,0,0,0,0
299,1,19,866,682,872,700,7.58198,0,0,0,0,0
300,1,19,872,700,888,709,7.578928,0,0,0,0,0
301,1,19,888,709,902,711,7.5935783,0,0,0,0,0
302,1,19,902,711,944,711,7.5880847,0,0,0,0,0
303,1,19,944,711,965,710,7.578928,0,0,0,0,0
304,1,19,965,710,989,705,7.5569525,0,0,0,0,0
305,1,19,989,705,1011,698,7.55268,0,0,0,0,0
306,1,19,1011,698,1031,688,7.536809,0,0,0,0,0
307,1,19,1031,688,1041,682,7.542913,0,0,0,0,0
308,1,19,1041,682,1044,675,7.5374193,0,0,0,0,0
309,1,19,1044,675,1044,666,7.56733,0,0,0,0,0
310,1,19,1044,666,1042,662,7.574655,0,0,0,0,0
311,1,19,1042,662,1037,660,7.608839,0,0,0,0,0
312,1,19,1037,660,1026,658,7.69674,0,0,0,0,0
313,1,19,1026,658,1010,657,7.9097786,0,0,0,0,0
314,1,19,1010,657,1000,658,7.9360275,0,0,0,0,0
315,1,19,1000,658,985,662,7.8633866,0,0,0,0,0
316,1,19,985,662,978,663,6.391039,0,0,0,0,0
317,1,19,978,663,978,662,4.0,0,0,0,0,0
318,1,19,978,662,979,657,4.0,0,0,0,0,0
319,1,20,1150,654,1152,654,5.31791,0,0,0,0,0
320,1,20,1152,654,1152,657,5.715908,0,0,0,0,0
321,1,20,1152,657,1151,664,6.3489194,0,0,0,0,0
322,1,20,1151,664,1151,686,6.5308266,0,0,0,0,0
323,1,20,1151,686,1151,703,6.4575753,0,0,0,0,0
324,1,20,1151,703,1152,712,5.7232327,0,0,0,0,0
325,1,20,1152,712,1153,712,4.0,0,0,0,0,0
326,1,20,1153,712,1152,707,4.0,0,0,0,0,0
327,1,21,1176,613,1178,608,5.3203516,0,0,0,0,0
328,1,21,1178,608,1176,608,5.253205,0,0,0,0,0
329,1,21,1176,608,1173,609,4.4675865,0,0,0,0,0
330,1,21,1173,609,1172,610,4.0,0,0,0,0,0
331,1,22,1338,555,1342,548,5.1341715,0,0,0,0,0
332,1,22,1342,548,1342,548,5.5291176,0,0,0,0,0
333,1,22,1342,548,1338,553,6.1029177,0,0,0,0,0
334,1,22,1338,553,1326,572,6.547308,0,0,0,0,0
335,1,22,1326,572,1308,600,6.875107,0,0,0,0,0
336,1,22,1308,600,1290,632,6.887926,0,0,0,0,0
337,1,22,1290,632,1274,662,6.918447,0,0,0,0,0
338,1,22,1274,662,1268,685,6.975827,0,0,0,0,0
339,1,22,1268,685,1270,705,7.267,0,0,0,0,0
340,1,22,1270,705,1285,714,7.5130024,0,0,0,0,0
341,1,22,1285,714,1309,714,7.572213,0,0,0,0,0
342,1,22,1309,714,1328,710,7.569772,0,0,0,0,0
343,1,22,1328,710,1335,709,7.512392,0,0,0,0,0
344,1,22,1335,709,1344,707,7.140032,0,0,0,0,0
345,1,22,1344,707,1345,704,6.254914,0,0,0,0,0
346,1,22,1345,704,1342,699,4.6769624,0,0,0,0,0
347,1,22,1342,699,1333,691,4.0,0,0,0,0,0
348,1,23,1246,641,1248,643,5.004761,0,0,0,0,0
349,1,23,1248,643,1253,642,5.650592,0,0,0,0,0
350,1,23,1253,642,1264,643,6.1908193,0,0,0,0,0
351,1,23,1264,643,1292,641,6.8171163,0,0,0,0,0
352,1,23,1292,641,1319,639,7.0582347,0,0,0,0,0
353,1,23,1319,639,1338,638,7.1052375,0,0,0,0,0
354,1,23,1338,638,1373,639,7.0289345,0,0,0,0,0
355,1,23,1373,639,1386,639,5.2812843,0,0,0,0,0
356,1,23,1386,639,1384,638,4.0,0,0,0,0,0
